county,precinct,office,district,party,candidate,votes,percent
Benton,PRECINCT 03,U.S. House,4,REP,Under-Votes,54,25.23%
Benton,PRECINCT 03,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 03,U.S. House,4,REP,Total Votes Cast,214,
Benton,PRECINCT 04,U.S. House,4,REP,JIM FELDKAMP,5,71.43%
Benton,PRECINCT 04,U.S. House,4,REP,Write-Ins,0,0.00%
Benton,PRECINCT 04,U.S. House,4,REP,Total,5,
Benton,PRECINCT 04,U.S. House,4,REP,Under-Votes,2,28.57%
Benton,PRECINCT 04,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 04,U.S. House,4,REP,Total Votes Cast,7,
Benton,PRECINCT 05,U.S. House,4,REP,JIM FELDKAMP,137,72.11%
Benton,PRECINCT 05,U.S. House,4,REP,Write-Ins,3,1.58%
Benton,PRECINCT 05,U.S. House,4,REP,Total,140,
Benton,PRECINCT 05,U.S. House,4,REP,Under-Votes,50,26.32%
Benton,PRECINCT 05,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 05,U.S. House,4,REP,Total Votes Cast,190,
Benton,PRECINCT 06,U.S. House,4,REP,JIM FELDKAMP,287,78.20%
Benton,PRECINCT 06,U.S. House,4,REP,Write-Ins,4,1.09%
Benton,PRECINCT 06,U.S. House,4,REP,Total,291,
Benton,PRECINCT 06,U.S. House,4,REP,Under-Votes,76,20.71%
Benton,PRECINCT 06,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 06,U.S. House,4,REP,Total Votes Cast,367,
Benton,PRECINCT 07,U.S. House,4,REP,JIM FELDKAMP,369,74.85%
Benton,PRECINCT 07,U.S. House,4,REP,Write-Ins,8,1.62%
Benton,PRECINCT 07,U.S. House,4,REP,Total,377,
Benton,PRECINCT 07,U.S. House,4,REP,Under-Votes,116,23.53%
Benton,PRECINCT 07,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 07,U.S. House,4,REP,Total Votes Cast,493,
Benton,PRECINCT 08,U.S. House,4,REP,JIM FELDKAMP,488,75.31%
Benton,PRECINCT 08,U.S. House,4,REP,Write-Ins,3,0.46%
Benton,PRECINCT 08,U.S. House,4,REP,Total,491,
Benton,PRECINCT 08,U.S. House,4,REP,Under-Votes,157,24.23%
Benton,PRECINCT 08,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 08,U.S. House,4,REP,Total Votes Cast,648,
Benton,PRECINCT 09,U.S. House,4,REP,JIM FELDKAMP,325,74.71%
Benton,PRECINCT 09,U.S. House,4,REP,Write-Ins,7,1.61%
Benton,PRECINCT 09,U.S. House,4,REP,Total,332,
Benton,PRECINCT 09,U.S. House,4,REP,Under-Votes,103,23.68%
Benton,PRECINCT 09,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 09,U.S. House,4,REP,Total Votes Cast,435,
Benton,PRECINCT 10,U.S. House,4,REP,JIM FELDKAMP,235,76.05%
Benton,PRECINCT 10,U.S. House,4,REP,Write-Ins,1,0.32%
Benton,PRECINCT 10,U.S. House,4,REP,Total,236,
Benton,PRECINCT 10,U.S. House,4,REP,Under-Votes,73,23.62%
Benton,PRECINCT 10,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 10,U.S. House,4,REP,Total Votes Cast,309,
Benton,PRECINCT 11,U.S. House,4,REP,JIM FELDKAMP,115,62.16%
Benton,PRECINCT 11,U.S. House,4,REP,Write-Ins,3,1.62%
Benton,PRECINCT 11,U.S. House,4,REP,Total,118,
Benton,PRECINCT 11,U.S. House,4,REP,Under-Votes,67,36.22%
Benton,PRECINCT 11,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 11,U.S. House,4,REP,Total Votes Cast,185,
Benton,PRECINCT 13,U.S. House,4,REP,JIM FELDKAMP,31,67.39%
Benton,PRECINCT 13,U.S. House,4,REP,Write-Ins,2,4.35%
Benton,PRECINCT 13,U.S. House,4,REP,Total,33,
Benton,PRECINCT 13,U.S. House,4,REP,Under-Votes,13,28.26%
Benton,PRECINCT 13,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 13,U.S. House,4,REP,Total Votes Cast,46,
Benton,PRECINCT 14,U.S. House,4,REP,JIM FELDKAMP,61,59.22%
Benton,PRECINCT 14,U.S. House,4,REP,Write-Ins,3,2.91%
Benton,PRECINCT 14,U.S. House,4,REP,Total,64,
Benton,PRECINCT 14,U.S. House,4,REP,Under-Votes,39,37.86%
Benton,PRECINCT 14,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 14,U.S. House,4,REP,Total Votes Cast,103,
Benton,PRECINCT 15,U.S. House,4,REP,JIM FELDKAMP,311,72.66%
Benton,PRECINCT 15,U.S. House,4,REP,Write-Ins,10,2.34%
Benton,PRECINCT 15,U.S. House,4,REP,Total,321,
Benton,PRECINCT 15,U.S. House,4,REP,Under-Votes,107,25.00%
Benton,PRECINCT 15,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 15,U.S. House,4,REP,Total Votes Cast,428,
Benton,PRECINCT 16,U.S. House,4,REP,JIM FELDKAMP,78,66.67%
Benton,PRECINCT 16,U.S. House,4,REP,Write-Ins,3,2.56%
Benton,PRECINCT 16,U.S. House,4,REP,Total,81,
Benton,PRECINCT 16,U.S. House,4,REP,Under-Votes,36,30.77%
Benton,PRECINCT 16,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 16,U.S. House,4,REP,Total Votes Cast,117,
Benton,PRECINCT 17,U.S. House,4,REP,JIM FELDKAMP,107,73.79%
Benton,PRECINCT 17,U.S. House,4,REP,Write-Ins,5,3.45%
Benton,PRECINCT 17,U.S. House,4,REP,Total,112,
Benton,PRECINCT 17,U.S. House,4,REP,Under-Votes,33,22.76%
Benton,PRECINCT 17,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 17,U.S. House,4,REP,Total Votes Cast,145,
Benton,PRECINCT 18,U.S. House,4,REP,JIM FELDKAMP,1,50.00%
Benton,PRECINCT 18,U.S. House,4,REP,Write-Ins,0,0.00%
Benton,PRECINCT 18,U.S. House,4,REP,Total,1,
Benton,PRECINCT 18,U.S. House,4,REP,Under-Votes,1,50.00%
Benton,PRECINCT 18,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 18,U.S. House,4,REP,Total Votes Cast,2,
Benton,PRECINCT 19,U.S. House,4,REP,JIM FELDKAMP,197,71.64%
Benton,PRECINCT 19,U.S. House,4,REP,Write-Ins,5,1.82%
Benton,PRECINCT 19,U.S. House,4,REP,Total,202,
Benton,PRECINCT 19,U.S. House,4,REP,Under-Votes,73,26.55%
Benton,PRECINCT 19,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 19,U.S. House,4,REP,Total Votes Cast,275,
Benton,PRECINCT 20,U.S. House,4,REP,JIM FELDKAMP,166,72.81%
Benton,PRECINCT 20,U.S. House,4,REP,Write-Ins,4,1.75%
Benton,PRECINCT 20,U.S. House,4,REP,Total,170,
Benton,PRECINCT 20,U.S. House,4,REP,Under-Votes,58,25.44%
Benton,PRECINCT 20,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 20,U.S. House,4,REP,Total Votes Cast,228,
Benton,PRECINCT 01,U.S. House,5,DEM,ANDREW KAZA,94,11.69%
Benton,PRECINCT 01,U.S. House,5,DEM,DARLENE HOOLEY,666,82.84%
Benton,PRECINCT 01,U.S. House,5,DEM,Write-Ins,1,0.12%
Benton,PRECINCT 01,U.S. House,5,DEM,Total,761,
Benton,PRECINCT 01,U.S. House,5,DEM,Under-Votes,43,5.35%
Benton,PRECINCT 01,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 01,U.S. House,5,DEM,Total Votes Cast,804,
Benton,PRECINCT 02,U.S. House,5,DEM,ANDREW KAZA,68,19.71%
Benton,PRECINCT 02,U.S. House,5,DEM,DARLENE HOOLEY,249,72.17%
Benton,PRECINCT 02,U.S. House,5,DEM,Write-Ins,1,0.29%
Benton,PRECINCT 02,U.S. House,5,DEM,Total,318,
Benton,PRECINCT 02,U.S. House,5,DEM,Under-Votes,27,7.83%
Benton,PRECINCT 02,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 02,U.S. House,5,DEM,Total Votes Cast,345,
Benton,PRECINCT 03,U.S. House,5,DEM,ANDREW KAZA,23,21.70%
Benton,PRECINCT 03,U.S. House,5,DEM,DARLENE HOOLEY,75,70.75%
Benton,PRECINCT 03,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 03,U.S. House,5,DEM,Total,98,
Benton,PRECINCT 03,U.S. House,5,DEM,Under-Votes,8,7.55%
Benton,PRECINCT 03,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 03,U.S. House,5,DEM,Total Votes Cast,106,
Benton,PRECINCT 04,U.S. House,5,DEM,ANDREW KAZA,33,10.89%
Benton,PRECINCT 04,U.S. House,5,DEM,DARLENE HOOLEY,253,83.50%
Benton,PRECINCT 04,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 04,U.S. House,5,DEM,Total,286,
Benton,PRECINCT 04,U.S. House,5,DEM,Under-Votes,17,5.61%
Benton,PRECINCT 04,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 04,U.S. House,5,DEM,Total Votes Cast,303,
Benton,PRECINCT 05,U.S. House,5,DEM,ANDREW KAZA,5,20.00%
Benton,PRECINCT 05,U.S. House,5,DEM,DARLENE HOOLEY,18,72.00%
Benton,PRECINCT 05,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 05,U.S. House,5,DEM,Total,23,
Benton,PRECINCT 05,U.S. House,5,DEM,Under-Votes,2,8.00%
Benton,PRECINCT 05,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 05,U.S. House,5,DEM,Total Votes Cast,25,
Benton,PRECINCT 07,U.S. House,5,DEM,ANDREW KAZA,4,9.76%
Benton,PRECINCT 07,U.S. House,5,DEM,DARLENE HOOLEY,37,90.24%
Benton,PRECINCT 07,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 07,U.S. House,5,DEM,Total,41,
Benton,PRECINCT 07,U.S. House,5,DEM,Under-Votes,0,0.00%
Benton,PRECINCT 07,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 07,U.S. House,5,DEM,Total Votes Cast,41,
Benton,PRECINCT 10,U.S. House,5,DEM,ANDREW KAZA,6,28.57%
Benton,PRECINCT 10,U.S. House,5,DEM,DARLENE HOOLEY,13,61.90%
Benton,PRECINCT 10,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 10,U.S. House,5,DEM,Total,19,
Benton,PRECINCT 10,U.S. House,5,DEM,Under-Votes,2,9.52%
Benton,PRECINCT 10,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 10,U.S. House,5,DEM,Total Votes Cast,21,
Benton,PRECINCT 11,U.S. House,5,DEM,ANDREW KAZA,56,13.66%
Benton,PRECINCT 11,U.S. House,5,DEM,DARLENE HOOLEY,317,77.32%
Benton,PRECINCT 11,U.S. House,5,DEM,Write-Ins,3,0.73%
Benton,PRECINCT 11,U.S. House,5,DEM,Total,376,
Benton,PRECINCT 11,U.S. House,5,DEM,Under-Votes,34,8.29%
Benton,PRECINCT 11,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 11,U.S. House,5,DEM,Total Votes Cast,410,
Benton,PRECINCT 12,U.S. House,5,DEM,ANDREW KAZA,10,27.78%
Benton,PRECINCT 12,U.S. House,5,DEM,DARLENE HOOLEY,24,66.67%
Benton,PRECINCT 12,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 12,U.S. House,5,DEM,Total,34,
Benton,PRECINCT 12,U.S. House,5,DEM,Under-Votes,2,5.56%
Benton,PRECINCT 12,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 12,U.S. House,5,DEM,Total Votes Cast,36,
Benton,PRECINCT 15,U.S. House,5,DEM,ANDREW KAZA,0,0.00%
Benton,PRECINCT 15,U.S. House,5,DEM,DARLENE HOOLEY,5,100.00%
Benton,PRECINCT 15,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 15,U.S. House,5,DEM,Total,5,
Benton,PRECINCT 15,U.S. House,5,DEM,Under-Votes,0,0.00%
Benton,PRECINCT 15,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 15,U.S. House,5,DEM,Total Votes Cast,5,
Benton,PRECINCT 16,U.S. House,5,DEM,ANDREW KAZA,23,11.00%
Benton,PRECINCT 16,U.S. House,5,DEM,DARLENE HOOLEY,167,79.90%
Benton,PRECINCT 16,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 16,U.S. House,5,DEM,Total,190,
Benton,PRECINCT 16,U.S. House,5,DEM,Under-Votes,19,9.09%
Benton,PRECINCT 16,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 16,U.S. House,5,DEM,Total Votes Cast,209,
Benton,PRECINCT 17,U.S. House,5,DEM,ANDREW KAZA,90,14.85%
Benton,PRECINCT 17,U.S. House,5,DEM,DARLENE HOOLEY,471,77.72%
Benton,PRECINCT 17,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 17,U.S. House,5,DEM,Total,561,
Benton,PRECINCT 17,U.S. House,5,DEM,Under-Votes,45,7.43%
Benton,PRECINCT 17,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 17,U.S. House,5,DEM,Total Votes Cast,606,
Benton,PRECINCT 18,U.S. House,5,DEM,ANDREW KAZA,12,6.38%
Benton,PRECINCT 18,U.S. House,5,DEM,DARLENE HOOLEY,156,82.98%
Benton,PRECINCT 18,U.S. House,5,DEM,Write-Ins,1,0.53%
Benton,PRECINCT 18,U.S. House,5,DEM,Total,169,
Benton,PRECINCT 18,U.S. House,5,DEM,Under-Votes,19,10.11%
Benton,PRECINCT 18,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 18,U.S. House,5,DEM,Total Votes Cast,188,
Benton,PRECINCT 19,U.S. House,5,DEM,ANDREW KAZA,13,15.66%
Benton,PRECINCT 19,U.S. House,5,DEM,DARLENE HOOLEY,61,73.49%
Benton,PRECINCT 19,U.S. House,5,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 19,U.S. House,5,DEM,Total,74,
Benton,PRECINCT 19,U.S. House,5,DEM,Under-Votes,9,10.84%
Benton,PRECINCT 19,U.S. House,5,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 19,U.S. House,5,DEM,Total Votes Cast,83,
Benton,PRECINCT 01,U.S. House,5,REP,JIM ZUPANCIC,270,51.63%
Benton,PRECINCT 01,U.S. House,5,REP,JACKIE WINTERS,194,37.09%
Benton,PRECINCT 01,U.S. House,5,REP,Write-Ins,6,1.15%
Benton,PRECINCT 01,U.S. House,5,REP,Total,470,
Benton,PRECINCT 01,U.S. House,5,REP,Under-Votes,53,10.13%
Benton,PRECINCT 01,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 01,U.S. House,5,REP,Total Votes Cast,523,
Benton,PRECINCT 02,U.S. House,5,REP,JIM ZUPANCIC,45,45.45%
Benton,PRECINCT 02,U.S. House,5,REP,JACKIE WINTERS,33,33.33%
Benton,PRECINCT 02,U.S. House,5,REP,Write-Ins,2,2.02%
Benton,PRECINCT 02,U.S. House,5,REP,Total,80,
Benton,PRECINCT 02,U.S. House,5,REP,Under-Votes,18,18.18%
Benton,PRECINCT 02,U.S. House,5,REP,Over-Votes,1,1.01%
Benton,PRECINCT 02,U.S. House,5,REP,Total Votes Cast,99,
Benton,PRECINCT 03,U.S. House,5,REP,JIM ZUPANCIC,21,47.73%
Benton,PRECINCT 03,U.S. House,5,REP,JACKIE WINTERS,18,40.91%
Benton,PRECINCT 03,U.S. House,5,REP,Write-Ins,1,2.27%
Benton,PRECINCT 03,U.S. House,5,REP,Total,40,
Benton,PRECINCT 03,U.S. House,5,REP,Under-Votes,4,9.09%
Benton,PRECINCT 03,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 03,U.S. House,5,REP,Total Votes Cast,44,
Benton,PRECINCT 04,U.S. House,5,REP,JIM ZUPANCIC,66,60.00%
Benton,PRECINCT 04,U.S. House,5,REP,JACKIE WINTERS,26,23.64%
Benton,PRECINCT 04,U.S. House,5,REP,Write-Ins,0,0.00%
Benton,PRECINCT 04,U.S. House,5,REP,Total,92,
Benton,PRECINCT 04,U.S. House,5,REP,Under-Votes,18,16.36%
Benton,PRECINCT 04,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 04,U.S. House,5,REP,Total Votes Cast,110,
Benton,PRECINCT 05,U.S. House,5,REP,JIM ZUPANCIC,6,66.67%
Benton,PRECINCT 05,U.S. House,5,REP,JACKIE WINTERS,0,0.00%
Benton,PRECINCT 05,U.S. House,5,REP,Write-Ins,0,0.00%
Benton,PRECINCT 05,U.S. House,5,REP,Total,6,
Benton,PRECINCT 05,U.S. House,5,REP,Under-Votes,3,33.33%
Benton,PRECINCT 05,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 05,U.S. House,5,REP,Total Votes Cast,9,
Benton,PRECINCT 07,U.S. House,5,REP,JIM ZUPANCIC,19,67.86%
Benton,PRECINCT 07,U.S. House,5,REP,JACKIE WINTERS,3,10.71%
Benton,PRECINCT 07,U.S. House,5,REP,Write-Ins,2,7.14%
Benton,PRECINCT 07,U.S. House,5,REP,Total,24,
Benton,PRECINCT 07,U.S. House,5,REP,Under-Votes,4,14.29%
Benton,PRECINCT 07,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 07,U.S. House,5,REP,Total Votes Cast,28,
Benton,PRECINCT 10,U.S. House,5,REP,JIM ZUPANCIC,8,53.33%
Benton,PRECINCT 10,U.S. House,5,REP,JACKIE WINTERS,3,20.00%
Benton,PRECINCT 10,U.S. House,5,REP,Write-Ins,0,0.00%
Benton,PRECINCT 10,U.S. House,5,REP,Total,11,
Benton,PRECINCT 10,U.S. House,5,REP,Under-Votes,4,26.67%
Benton,PRECINCT 10,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 10,U.S. House,5,REP,Total Votes Cast,15,
Benton,PRECINCT 11,U.S. House,5,REP,JIM ZUPANCIC,350,56.00%
Benton,PRECINCT 11,U.S. House,5,REP,JACKIE WINTERS,202,32.32%
Benton,PRECINCT 11,U.S. House,5,REP,Write-Ins,2,0.32%
Benton,PRECINCT 11,U.S. House,5,REP,Total,554,
Benton,PRECINCT 11,U.S. House,5,REP,Under-Votes,71,11.36%
Benton,PRECINCT 11,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 11,U.S. House,5,REP,Total Votes Cast,625,
Benton,PRECINCT 12,U.S. House,5,REP,JIM ZUPANCIC,45,51.14%
Benton,PRECINCT 12,U.S. House,5,REP,JACKIE WINTERS,25,28.41%
Benton,PRECINCT 12,U.S. House,5,REP,Write-Ins,0,0.00%
Benton,PRECINCT 12,U.S. House,5,REP,Total,70,
Benton,PRECINCT 12,U.S. House,5,REP,Under-Votes,18,20.45%
Benton,PRECINCT 12,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 12,U.S. House,5,REP,Total Votes Cast,88,
Benton,PRECINCT 15,U.S. House,5,REP,JIM ZUPANCIC,5,83.33%
Benton,PRECINCT 15,U.S. House,5,REP,JACKIE WINTERS,1,16.67%
Benton,PRECINCT 15,U.S. House,5,REP,Write-Ins,0,0.00%
Benton,PRECINCT 15,U.S. House,5,REP,Total,6,
Benton,PRECINCT 15,U.S. House,5,REP,Under-Votes,0,0.00%
Benton,PRECINCT 15,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 15,U.S. House,5,REP,Total Votes Cast,6,
Benton,PRECINCT 16,U.S. House,5,REP,JIM ZUPANCIC,85,54.49%
Benton,PRECINCT 16,U.S. House,5,REP,JACKIE WINTERS,52,33.33%
Benton,PRECINCT 16,U.S. House,5,REP,Write-Ins,2,1.28%
Benton,PRECINCT 16,U.S. House,5,REP,Total,139,
Benton,PRECINCT 16,U.S. House,5,REP,Under-Votes,17,10.90%
Benton,PRECINCT 16,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 16,U.S. House,5,REP,Total Votes Cast,156,
Benton,PRECINCT 17,U.S. House,5,REP,JIM ZUPANCIC,248,60.19%
Benton,PRECINCT 17,U.S. House,5,REP,JACKIE WINTERS,122,29.61%
Benton,PRECINCT 17,U.S. House,5,REP,Write-Ins,2,0.49%
Benton,PRECINCT 17,U.S. House,5,REP,Total,372,
Benton,PRECINCT 17,U.S. House,5,REP,Under-Votes,40,9.71%
Benton,PRECINCT 17,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 17,U.S. House,5,REP,Total Votes Cast,412,
Benton,PRECINCT 18,U.S. House,5,REP,JIM ZUPANCIC,136,48.23%
Benton,PRECINCT 18,U.S. House,5,REP,JACKIE WINTERS,115,40.78%
Benton,PRECINCT 18,U.S. House,5,REP,Write-Ins,0,0.00%
Benton,PRECINCT 18,U.S. House,5,REP,Total,251,
Benton,PRECINCT 18,U.S. House,5,REP,Under-Votes,31,10.99%
Benton,PRECINCT 18,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 18,U.S. House,5,REP,Total Votes Cast,282,
Benton,PRECINCT 19,U.S. House,5,REP,JIM ZUPANCIC,18,43.90%
Benton,PRECINCT 19,U.S. House,5,REP,JACKIE WINTERS,16,39.02%
Benton,PRECINCT 19,U.S. House,5,REP,Write-Ins,0,0.00%
Benton,PRECINCT 19,U.S. House,5,REP,Total,34,
Benton,PRECINCT 19,U.S. House,5,REP,Under-Votes,7,17.07%
Benton,PRECINCT 19,U.S. House,5,REP,Over-Votes,0,0.00%
Benton,PRECINCT 19,U.S. House,5,REP,Total Votes Cast,41,
Benton,PRECINCT 01,Secretary of State,,DEM,BILL BRADBURY,714,87.39%
Benton,PRECINCT 01,Secretary of State,,DEM,PAUL DAMIAN WELLS,45,5.51%
Benton,PRECINCT 01,Secretary of State,,DEM,Write-Ins,1,0.12%
Benton,PRECINCT 01,Secretary of State,,DEM,Total,760,
Benton,PRECINCT 01,Secretary of State,,DEM,Under-Votes,57,6.98%
Benton,PRECINCT 01,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 01,Secretary of State,,DEM,Total Votes Cast,817,
Benton,PRECINCT 02,Secretary of State,,DEM,BILL BRADBURY,332,84.69%
Benton,PRECINCT 02,Secretary of State,,DEM,PAUL DAMIAN WELLS,31,7.91%
Benton,PRECINCT 02,Secretary of State,,DEM,Write-Ins,1,0.26%
Benton,PRECINCT 02,Secretary of State,,DEM,Total,364,
Benton,PRECINCT 02,Secretary of State,,DEM,Under-Votes,28,7.14%
Benton,PRECINCT 02,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 02,Secretary of State,,DEM,Total Votes Cast,392,
Benton,PRECINCT 03,Secretary of State,,DEM,BILL BRADBURY,467,81.64%
Benton,PRECINCT 03,Secretary of State,,DEM,PAUL DAMIAN WELLS,58,10.14%
Benton,PRECINCT 03,Secretary of State,,DEM,Write-Ins,3,0.52%
Benton,PRECINCT 03,Secretary of State,,DEM,Total,528,
Benton,PRECINCT 03,Secretary of State,,DEM,Under-Votes,44,7.69%
Benton,PRECINCT 03,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 03,Secretary of State,,DEM,Total Votes Cast,572,
Benton,PRECINCT 04,Secretary of State,,DEM,BILL BRADBURY,293,91.28%
Benton,PRECINCT 04,Secretary of State,,DEM,PAUL DAMIAN WELLS,10,3.12%
Benton,PRECINCT 04,Secretary of State,,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 04,Secretary of State,,DEM,Total,303,
Benton,PRECINCT 04,Secretary of State,,DEM,Under-Votes,18,5.61%
Benton,PRECINCT 04,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 04,Secretary of State,,DEM,Total Votes Cast,321,
Benton,PRECINCT 05,Secretary of State,,DEM,BILL BRADBURY,635,85.70%
Benton,PRECINCT 05,Secretary of State,,DEM,PAUL DAMIAN WELLS,32,4.32%
Benton,PRECINCT 05,Secretary of State,,DEM,Write-Ins,1,0.13%
Benton,PRECINCT 05,Secretary of State,,DEM,Total,668,
Benton,PRECINCT 05,Secretary of State,,DEM,Under-Votes,73,9.85%
Benton,PRECINCT 05,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 05,Secretary of State,,DEM,Total Votes Cast,741,
Benton,PRECINCT 06,Secretary of State,,DEM,BILL BRADBURY,675,84.69%
Benton,PRECINCT 06,Secretary of State,,DEM,PAUL DAMIAN WELLS,56,7.03%
Benton,PRECINCT 06,Secretary of State,,DEM,Write-Ins,4,0.50%
Benton,PRECINCT 06,Secretary of State,,DEM,Total,735,
Benton,PRECINCT 06,Secretary of State,,DEM,Under-Votes,62,7.78%
Benton,PRECINCT 06,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 06,Secretary of State,,DEM,Total Votes Cast,797,
Benton,PRECINCT 07,Secretary of State,,DEM,BILL BRADBURY,"1,035",90.08%
Benton,PRECINCT 07,Secretary of State,,DEM,PAUL DAMIAN WELLS,40,3.48%
Benton,PRECINCT 07,Secretary of State,,DEM,Write-Ins,1,0.09%
Benton,PRECINCT 07,Secretary of State,,DEM,Total,"1,076",
Benton,PRECINCT 07,Secretary of State,,DEM,Under-Votes,72,6.27%
Benton,PRECINCT 07,Secretary of State,,DEM,Over-Votes,1,0.09%
Benton,PRECINCT 07,Secretary of State,,DEM,Total Votes Cast,"1,149",
Benton,PRECINCT 08,Secretary of State,,DEM,BILL BRADBURY,918,86.44%
Benton,PRECINCT 08,Secretary of State,,DEM,PAUL DAMIAN WELLS,59,5.56%
Benton,PRECINCT 08,Secretary of State,,DEM,Write-Ins,1,0.09%
Benton,PRECINCT 08,Secretary of State,,DEM,Total,978,
Benton,PRECINCT 08,Secretary of State,,DEM,Under-Votes,84,7.91%
Benton,PRECINCT 08,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 08,Secretary of State,,DEM,Total Votes Cast,"1,062",
Benton,PRECINCT 09,Secretary of State,,DEM,BILL BRADBURY,517,82.85%
Benton,PRECINCT 09,Secretary of State,,DEM,PAUL DAMIAN WELLS,55,8.81%
Benton,PRECINCT 09,Secretary of State,,DEM,Write-Ins,2,0.32%
Benton,PRECINCT 09,Secretary of State,,DEM,Total,574,
Benton,PRECINCT 09,Secretary of State,,DEM,Under-Votes,50,8.01%
Benton,PRECINCT 09,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 09,Secretary of State,,DEM,Total Votes Cast,624,
Benton,PRECINCT 10,Secretary of State,,DEM,BILL BRADBURY,311,82.28%
Benton,PRECINCT 10,Secretary of State,,DEM,PAUL DAMIAN WELLS,41,10.85%
Benton,PRECINCT 10,Secretary of State,,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 10,Secretary of State,,DEM,Total,352,
Benton,PRECINCT 10,Secretary of State,,DEM,Under-Votes,26,6.88%
Benton,PRECINCT 10,Secretary of State,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 10,Secretary of State,,DEM,Total Votes Cast,378,
Benton,PRECINCT 11,Secretary of State,,DEM,BILL BRADBURY,446,82.59%
