county,candidate,party,office,district,precinct,votes
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4601,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4601,155
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4601,82
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4601,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4601,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4601,106
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4602,1064
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4602,4
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4602,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4602,159
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4602,85
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4602,3
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4602,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4602,116
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4603,1272
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4603,17
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4603,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4603,233
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4603,98
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4603,3
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4603,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4603,137
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4604,460
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4604,5
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4604,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4604,103
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4604,99
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4604,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4604,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4604,117
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4605,841
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4605,6
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4605,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4605,164
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4605,103
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4605,4
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4605,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4605,117
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4606,647
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4606,7
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4606,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4606,129
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4606,77
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4606,4
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4606,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4606,64
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4607,417
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4607,6
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4607,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4607,87
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4607,145
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4607,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4607,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4607,173
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4608,253
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4608,4
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4608,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4608,45
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4608,41
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4608,3
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4608,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4608,47
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4609,751
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4609,10
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4609,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4609,169
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4609,88
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4609,3
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4609,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4609,104
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4701,350
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4701,10
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4701,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4701,64
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4701,133
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4701,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4701,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4701,137
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4702,87
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4702,3
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4702,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4702,31
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4702,29
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4702,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4702,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4702,34
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4703,321
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4703,2
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4703,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4703,75
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4703,145
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4703,3
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4703,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4703,133
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4704,570
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4704,13
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4704,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4704,126
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4704,225
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4704,6
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4704,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4704,233
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4705,558
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4705,9
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4705,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4705,125
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4705,138
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4705,6
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4705,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4705,163
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4706,310
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4706,8
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4706,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4706,84
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4706,97
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4706,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4706,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4706,129
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4707,226
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4707,2
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4707,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4707,64
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4707,63
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4707,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4707,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4707,68
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4708,410
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4708,7
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4708,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4708,97
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4708,118
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4708,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4708,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4708,137
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4709,221
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4709,3
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4709,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4709,54
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4709,57
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4709,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4709,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4709,78
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4710,379
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4710,17
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4710,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4710,108
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4710,157
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4710,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4710,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4710,162
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4802,380
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4802,12
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4802,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4802,98
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4802,71
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4802,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4802,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4802,58
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4803,203
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4803,7
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4803,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4803,41
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4803,44
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4803,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4803,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4803,46
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4804,144
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4804,3
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4804,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4804,38
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4804,32
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4804,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4804,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4804,31
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4805,79
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4805,0
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4805,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4805,14
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4805,18
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4805,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4805,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4805,16
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4806,171
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4806,4
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4806,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4806,49
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4806,66
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4806,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4806,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4806,85
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4807,234
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4807,9
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4807,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4807,48
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4807,83
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4807,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4807,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4807,56
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4901,6
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4901,0
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4901,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4901,0
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4901,6
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4901,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4901,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4901,10
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4902,0
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4902,0
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4902,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4902,0
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4902,0
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4902,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4902,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4902,4
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4903,367
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4903,7
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4903,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4903,51
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4903,149
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4903,5
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4903,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4903,157
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4904,242
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4904,7
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4904,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4904,33
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4904,135
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4904,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4904,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4904,135
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4905,343
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4905,11
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4905,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4905,44
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4905,203
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4905,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4905,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4905,185
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4906,83
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4906,3
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4906,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4906,16
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4906,42
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4906,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4906,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4906,36
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4907,40
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4907,1
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4907,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4907,6
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4907,18
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4907,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4907,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4907,18
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4908,212
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4908,8
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4908,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4908,72
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4908,112
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4908,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4908,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4908,146
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4909,446
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4909,7
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4909,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4909,105
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4909,185
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4909,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4909,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4909,186
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4910,299
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4910,5
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4910,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4910,86
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4910,167
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4910,4
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4910,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4910,150
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,4911,375
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,4911,6
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,4911,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,4911,85
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,4911,143
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,4911,4
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,4911,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,4911,156
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5001,322
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5001,7
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5001,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5001,72
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5001,103
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5001,8
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5001,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5001,111
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5002,378
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5002,14
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5002,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5002,109
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5002,208
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5002,4
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5002,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5002,278
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5003,479
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5003,9
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5003,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5003,123
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5003,219
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5003,3
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5003,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5003,223
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5004,414
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5004,11
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5004,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5004,103
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5004,247
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5004,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5004,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5004,287
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5005,206
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5005,3
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5005,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5005,62
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5005,85
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5005,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5005,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5005,111
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5006,337
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5006,11
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5006,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5006,82
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5006,192
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5006,9
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5006,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5006,206
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5007,347
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5007,16
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5007,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5007,92
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5007,147
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5007,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5007,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5007,159
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5008,398
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5008,7
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5008,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5008,96
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5008,173
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5008,1
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5008,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5008,220
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5009,84
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5009,4
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5009,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5009,17
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5009,25
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5009,0
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5009,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5009,18
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5101,75
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5101,0
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5101,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5101,11
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5101,26
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5101,2
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5101,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5101,13
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5102,401
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5102,9
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5102,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5102,105
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5102,182
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5102,3
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5102,1
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5102,155
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5103,221
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5103,9
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5103,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5103,41
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5103,106
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5103,3
Multnomah,Over Votes,REP,"U.S. Representative,District 3",3,5103,0
Multnomah,Under Votes,REP,"U.S. Representative,District 3",3,5103,84
Multnomah,Earl Blumenauer,DEM,"U.S. Representative,District 3",3,5104,385
Multnomah,Write-ins,DEM,"U.S. Representative,District 3",3,5104,10
Multnomah,Over Votes,DEM,"U.S. Representative,District 3",3,5104,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 3",3,5104,89
Multnomah,James Buchal,REP,"U.S. Representative,District 3",3,5104,157
Multnomah,Write-ins,REP,"U.S. Representative,District 3",3,5104,2
