county,precinct,office,district,candidate,party,votes,,
Lincoln,20 Delake,State Senate,5,Undervotes,,59,,
Lincoln,20 Delake,State House,9,Cal Mukumoto,DEM,,,
Lincoln,20 Delake,State House,9,Boomer Wright,REP,,,
Lincoln,20 Delake,State House,9,Write-In,,,,
Lincoln,20 Delake,State House,9,Overvotes,,,,
Lincoln,20 Delake,State House,9,Undervotes,,,,
Lincoln,20 Delake,State House,10,David Gomberg,DEM,1009,,
Lincoln,20 Delake,State House,10,Max Sherman,REP,569,,
Lincoln,20 Delake,State House,10,Write-In,,4,,
Lincoln,20 Delake,State House,10,Overvotes,,0,,
Lincoln,20 Delake,State House,10,Undervotes,,85,,
Lincoln,21 Oceanlake,Registered Voters,,,,1820,,
Lincoln,21 Oceanlake,Ballots Cast,,,,1410,,
Lincoln,21 Oceanlake,Ballots Cast Blank,,,,0,,
Lincoln,21 Oceanlake,President,,Donald J. Trump / Michael R. Pence,REP,504,,
Lincoln,21 Oceanlake,President,,Joseph R. Biden / Kamala D. Harris,DEM,845,,
Lincoln,21 Oceanlake,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,30,,
Lincoln,21 Oceanlake,President,,Howie Hawkins / Angela Walker,PGP,4,,
Lincoln,21 Oceanlake,President,,Dario Hunter / Dawn Neptune Adams,PRO,6,,
Lincoln,21 Oceanlake,President,,Write-In,,12,,
Lincoln,21 Oceanlake,President,,Overvotes,,0,,
Lincoln,21 Oceanlake,President,,Undervotes,,9,,
Lincoln,21 Oceanlake,U.S. Senate,,Jo Rae Perkins,REP,478,,
Lincoln,21 Oceanlake,U.S. Senate,,Jeff Merkley,DEM,836,,
Lincoln,21 Oceanlake,U.S. Senate,,Ibrahim A. Taher,PGP,28,,
Lincoln,21 Oceanlake,U.S. Senate,,Gary Dye,LBT,27,,
Lincoln,21 Oceanlake,U.S. Senate,,Write-In,,1,,
Lincoln,21 Oceanlake,U.S. Senate,,Overvotes,,0,,
Lincoln,21 Oceanlake,U.S. Senate,,Undervotes,,40,,
Lincoln,21 Oceanlake,U.S House,5,Matthew James Rix,LBT,41,,
Lincoln,21 Oceanlake,U.S House,5,Amy Ryan Courser,REP,512,,
Lincoln,21 Oceanlake,U.S House,5,Kurt Schrader,DEM,803,,
Lincoln,21 Oceanlake,U.S House,5,Write-In,,2,,
Lincoln,21 Oceanlake,U.S House,5,Overvotes,,1,,
Lincoln,21 Oceanlake,U.S House,5,Undervotes,,51,,
Lincoln,21 Oceanlake,Secretary of State,,Nathalie Paravicini,PGP,56,,
Lincoln,21 Oceanlake,Secretary of State,,Kyle Markley,LBT,42,,
Lincoln,21 Oceanlake,Secretary of State,,Kim Thatcher,REP,500,,
Lincoln,21 Oceanlake,Secretary of State,,Shemia Fagan,DEM,742,,
Lincoln,21 Oceanlake,Secretary of State,,Write-In,,1,,
Lincoln,21 Oceanlake,Secretary of State,,Overvotes,,0,,
Lincoln,21 Oceanlake,Secretary of State,,Undervotes,,69,,
Lincoln,21 Oceanlake,State Treasurer,,Michael P. Marsh,CON,29,,
Lincoln,21 Oceanlake,State Treasurer,,Tobias Read,DEM,763,,
Lincoln,21 Oceanlake,State Treasurer,,Chris Henry,IND,77,,
Lincoln,21 Oceanlake,State Treasurer,,Jeff Gudman,REP,473,,
Lincoln,21 Oceanlake,State Treasurer,,Write-In,,1,,
Lincoln,21 Oceanlake,State Treasurer,,Overvotes,,0,,
Lincoln,21 Oceanlake,State Treasurer,,Undervotes,,67,,
Lincoln,21 Oceanlake,Attorney General,,Ellen Rosenblum,DEM,805,,
Lincoln,21 Oceanlake,Attorney General,,Lars D.H. Hedbor,LBT,34,,
Lincoln,21 Oceanlake,Attorney General,,Michael Cross,REP,498,,
Lincoln,21 Oceanlake,Attorney General,,Write-In,,1,,
Lincoln,21 Oceanlake,Attorney General,,Overvotes,,0,,
Lincoln,21 Oceanlake,Attorney General,,Undervotes,,72,,
Lincoln,21 Oceanlake,State Senate,5,Dick Anderson,REP,495,,
Lincoln,21 Oceanlake,State Senate,5,Shauleen Higgins,PGP,78,,
Lincoln,21 Oceanlake,State Senate,5,Melissa T. Cribbins,DEM,777,,
Lincoln,21 Oceanlake,State Senate,5,Write-In,,3,,
Lincoln,21 Oceanlake,State Senate,5,Overvotes,,0,,
Lincoln,21 Oceanlake,State Senate,5,Undervotes,,57,,
Lincoln,21 Oceanlake,State House,9,Cal Mukumoto,DEM,,,
Lincoln,21 Oceanlake,State House,9,Boomer Wright,REP,,,
Lincoln,21 Oceanlake,State House,9,Write-In,,,,
Lincoln,21 Oceanlake,State House,9,Overvotes,,,,
Lincoln,21 Oceanlake,State House,9,Undervotes,,,,
Lincoln,21 Oceanlake,State House,10,David Gomberg,DEM,817,,
Lincoln,21 Oceanlake,State House,10,Max Sherman,REP,511,,
Lincoln,21 Oceanlake,State House,10,Write-In,,1,,
Lincoln,21 Oceanlake,State House,10,Overvotes,,0,,
Lincoln,21 Oceanlake,State House,10,Undervotes,,81,,
Lincoln,22 Sunset West,Registered Voters,,,,1994,,
Lincoln,22 Sunset West,Ballots Cast,,,,1675,,
Lincoln,22 Sunset West,Ballots Cast Blank,,,,0,,
Lincoln,22 Sunset West,President,,Donald J. Trump / Michael R. Pence,REP,642,,
Lincoln,22 Sunset West,President,,Joseph R. Biden / Kamala D. Harris,DEM,984,,
Lincoln,22 Sunset West,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,19,,
Lincoln,22 Sunset West,President,,Howie Hawkins / Angela Walker,PGP,7,,
Lincoln,22 Sunset West,President,,Dario Hunter / Dawn Neptune Adams,PRO,3,,
Lincoln,22 Sunset West,President,,Write-In,,5,,
Lincoln,22 Sunset West,President,,Overvotes,,1,,
Lincoln,22 Sunset West,President,,Undervotes,,14,,
Lincoln,22 Sunset West,U.S. Senate,,Jo Rae Perkins,REP,603,,
Lincoln,22 Sunset West,U.S. Senate,,Jeff Merkley,DEM,964,,
Lincoln,22 Sunset West,U.S. Senate,,Ibrahim A. Taher,PGP,30,,
Lincoln,22 Sunset West,U.S. Senate,,Gary Dye,LBT,32,,
Lincoln,22 Sunset West,U.S. Senate,,Write-In,,3,,
Lincoln,22 Sunset West,U.S. Senate,,Overvotes,,0,,
Lincoln,22 Sunset West,U.S. Senate,,Undervotes,,43,,
Lincoln,22 Sunset West,U.S House,5,Matthew James Rix,LBT,46,,
Lincoln,22 Sunset West,U.S House,5,Amy Ryan Courser,REP,637,,
Lincoln,22 Sunset West,U.S House,5,Kurt Schrader,DEM,937,,
Lincoln,22 Sunset West,U.S House,5,Write-In,,1,,
Lincoln,22 Sunset West,U.S House,5,Overvotes,,0,,
Lincoln,22 Sunset West,U.S House,5,Undervotes,,54,,
Lincoln,22 Sunset West,Secretary of State,,Nathalie Paravicini,PGP,49,,
Lincoln,22 Sunset West,Secretary of State,,Kyle Markley,LBT,52,,
Lincoln,22 Sunset West,Secretary of State,,Kim Thatcher,REP,644,,
Lincoln,22 Sunset West,Secretary of State,,Shemia Fagan,DEM,864,,
Lincoln,22 Sunset West,Secretary of State,,Write-In,,1,,
Lincoln,22 Sunset West,Secretary of State,,Overvotes,,0,,
Lincoln,22 Sunset West,Secretary of State,,Undervotes,,65,,
Lincoln,22 Sunset West,State Treasurer,,Michael P. Marsh,CON,34,,
Lincoln,22 Sunset West,State Treasurer,,Tobias Read,DEM,906,,
Lincoln,22 Sunset West,State Treasurer,,Chris Henry,IND,60,,
Lincoln,22 Sunset West,State Treasurer,,Jeff Gudman,REP,603,,
Lincoln,22 Sunset West,State Treasurer,,Write-In,,0,,
Lincoln,22 Sunset West,State Treasurer,,Overvotes,,0,,
Lincoln,22 Sunset West,State Treasurer,,Undervotes,,72,,
Lincoln,22 Sunset West,Attorney General,,Ellen Rosenblum,DEM,927,,
Lincoln,22 Sunset West,Attorney General,,Lars D.H. Hedbor,LBT,30,,
Lincoln,22 Sunset West,Attorney General,,Michael Cross,REP,642,,
Lincoln,22 Sunset West,Attorney General,,Write-In,,1,,
Lincoln,22 Sunset West,Attorney General,,Overvotes,,0,,
Lincoln,22 Sunset West,Attorney General,,Undervotes,,75,,
Lincoln,22 Sunset West,State Senate,5,Dick Anderson,REP,601,,
Lincoln,22 Sunset West,State Senate,5,Shauleen Higgins,PGP,74,,
Lincoln,22 Sunset West,State Senate,5,Melissa T. Cribbins,DEM,933,,
Lincoln,22 Sunset West,State Senate,5,Write-In,,2,,
Lincoln,22 Sunset West,State Senate,5,Overvotes,,2,,
Lincoln,22 Sunset West,State Senate,5,Undervotes,,63,,
Lincoln,22 Sunset West,State House,9,Cal Mukumoto,DEM,,,
Lincoln,22 Sunset West,State House,9,Boomer Wright,REP,,,
Lincoln,22 Sunset West,State House,9,Write-In,,,,
Lincoln,22 Sunset West,State House,9,Overvotes,,,,
Lincoln,22 Sunset West,State House,9,Undervotes,,,,
Lincoln,22 Sunset West,State House,10,David Gomberg,DEM,957,,
Lincoln,22 Sunset West,State House,10,Max Sherman,REP,642,,
Lincoln,22 Sunset West,State House,10,Write-In,,1,,
Lincoln,22 Sunset West,State House,10,Overvotes,,0,,
Lincoln,22 Sunset West,State House,10,Undervotes,,75,,
Lincoln,23 Sunset East,Registered Voters,,,,1432,,
Lincoln,23 Sunset East,Ballots Cast,,,,990,,
Lincoln,23 Sunset East,Ballots Cast Blank,,,,0,,
Lincoln,23 Sunset East,President,,Donald J. Trump / Michael R. Pence,REP,488,,
Lincoln,23 Sunset East,President,,Joseph R. Biden / Kamala D. Harris,DEM,465,,
Lincoln,23 Sunset East,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,21,,
Lincoln,23 Sunset East,President,,Howie Hawkins / Angela Walker,PGP,5,,
Lincoln,23 Sunset East,President,,Dario Hunter / Dawn Neptune Adams,PRO,1,,
Lincoln,23 Sunset East,President,,Write-In,,2,,
Lincoln,23 Sunset East,President,,Overvotes,,1,,
Lincoln,23 Sunset East,President,,Undervotes,,7,,
Lincoln,23 Sunset East,U.S. Senate,,Jo Rae Perkins,REP,444,,
Lincoln,23 Sunset East,U.S. Senate,,Jeff Merkley,DEM,471,,
Lincoln,23 Sunset East,U.S. Senate,,Ibrahim A. Taher,PGP,21,,
Lincoln,23 Sunset East,U.S. Senate,,Gary Dye,LBT,21,,
Lincoln,23 Sunset East,U.S. Senate,,Write-In,,1,,
Lincoln,23 Sunset East,U.S. Senate,,Overvotes,,0,,
Lincoln,23 Sunset East,U.S. Senate,,Undervotes,,32,,
Lincoln,23 Sunset East,U.S House,5,Matthew James Rix,LBT,31,,
Lincoln,23 Sunset East,U.S House,5,Amy Ryan Courser,REP,472,,
Lincoln,23 Sunset East,U.S House,5,Kurt Schrader,DEM,452,,
Lincoln,23 Sunset East,U.S House,5,Write-In,,2,,
Lincoln,23 Sunset East,U.S House,5,Overvotes,,0,,
Lincoln,23 Sunset East,U.S House,5,Undervotes,,33,,
Lincoln,23 Sunset East,Secretary of State,,Nathalie Paravicini,PGP,42,,
Lincoln,23 Sunset East,Secretary of State,,Kyle Markley,LBT,32,,
Lincoln,23 Sunset East,Secretary of State,,Kim Thatcher,REP,478,,
Lincoln,23 Sunset East,Secretary of State,,Shemia Fagan,DEM,398,,
Lincoln,23 Sunset East,Secretary of State,,Write-In,,0,,
Lincoln,23 Sunset East,Secretary of State,,Overvotes,,0,,
Lincoln,23 Sunset East,Secretary of State,,Undervotes,,40,,
Lincoln,23 Sunset East,State Treasurer,,Michael P. Marsh,CON,38,,
Lincoln,23 Sunset East,State Treasurer,,Tobias Read,DEM,416,,
Lincoln,23 Sunset East,State Treasurer,,Chris Henry,IND,53,,
Lincoln,23 Sunset East,State Treasurer,,Jeff Gudman,REP,442,,
Lincoln,23 Sunset East,State Treasurer,,Write-In,,0,,
Lincoln,23 Sunset East,State Treasurer,,Overvotes,,1,,
Lincoln,23 Sunset East,State Treasurer,,Undervotes,,40,,
Lincoln,23 Sunset East,Attorney General,,Ellen Rosenblum,DEM,465,,
Lincoln,23 Sunset East,Attorney General,,Lars D.H. Hedbor,LBT,27,,
Lincoln,23 Sunset East,Attorney General,,Michael Cross,REP,452,,
Lincoln,23 Sunset East,Attorney General,,Write-In,,2,,
Lincoln,23 Sunset East,Attorney General,,Overvotes,,0,,
Lincoln,23 Sunset East,Attorney General,,Undervotes,,44,,
Lincoln,23 Sunset East,State Senate,5,Dick Anderson,REP,456,,
Lincoln,23 Sunset East,State Senate,5,Shauleen Higgins,PGP,48,,
Lincoln,23 Sunset East,State Senate,5,Melissa T. Cribbins,DEM,441,,
Lincoln,23 Sunset East,State Senate,5,Write-In,,0,,
Lincoln,23 Sunset East,State Senate,5,Overvotes,,2,,
Lincoln,23 Sunset East,State Senate,5,Undervotes,,43,,
Lincoln,23 Sunset East,State House,9,Cal Mukumoto,DEM,,,
Lincoln,23 Sunset East,State House,9,Boomer Wright,REP,,,
Lincoln,23 Sunset East,State House,9,Write-In,,,,
Lincoln,23 Sunset East,State House,9,Overvotes,,,,
Lincoln,23 Sunset East,State House,9,Undervotes,,,,
Lincoln,23 Sunset East,State House,10,David Gomberg,DEM,482,,
Lincoln,23 Sunset East,State House,10,Max Sherman,REP,461,,
Lincoln,23 Sunset East,State House,10,Write-In,,0,,
Lincoln,23 Sunset East,State House,10,Overvotes,,0,,
Lincoln,23 Sunset East,State House,10,Undervotes,,47,,
Lincoln,24 Rose Lodge,Registered Voters,,,,1036,,
Lincoln,24 Rose Lodge,Ballots Cast,,,,762,,
Lincoln,24 Rose Lodge,Ballots Cast Blank,,,,0,,
Lincoln,24 Rose Lodge,President,,Donald J. Trump / Michael R. Pence,REP,409,,
Lincoln,24 Rose Lodge,President,,Joseph R. Biden / Kamala D. Harris,DEM,325,,
Lincoln,24 Rose Lodge,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,14,,
Lincoln,24 Rose Lodge,President,,Howie Hawkins / Angela Walker,PGP,4,,
Lincoln,24 Rose Lodge,President,,Dario Hunter / Dawn Neptune Adams,PRO,2,,
Lincoln,24 Rose Lodge,President,,Write-In,,4,,
Lincoln,24 Rose Lodge,President,,Overvotes,,1,,
Lincoln,24 Rose Lodge,President,,Undervotes,,3,,
Lincoln,24 Rose Lodge,U.S. Senate,,Jo Rae Perkins,REP,374,,
Lincoln,24 Rose Lodge,U.S. Senate,,Jeff Merkley,DEM,323,,
Lincoln,24 Rose Lodge,U.S. Senate,,Ibrahim A. Taher,PGP,13,,
Lincoln,24 Rose Lodge,U.S. Senate,,Gary Dye,LBT,23,,
Lincoln,24 Rose Lodge,U.S. Senate,,Write-In,,2,,
Lincoln,24 Rose Lodge,U.S. Senate,,Overvotes,,0,,
Lincoln,24 Rose Lodge,U.S. Senate,,Undervotes,,27,,
Lincoln,24 Rose Lodge,U.S House,5,Matthew James Rix,LBT,31,,
Lincoln,24 Rose Lodge,U.S House,5,Amy Ryan Courser,REP,387,,
Lincoln,24 Rose Lodge,U.S House,5,Kurt Schrader,DEM,312,,
Lincoln,24 Rose Lodge,U.S House,5,Write-In,,0,,
Lincoln,24 Rose Lodge,U.S House,5,Overvotes,,0,,
Lincoln,24 Rose Lodge,U.S House,5,Undervotes,,32,,
Lincoln,24 Rose Lodge,Secretary of State,,Nathalie Paravicini,PGP,20,,
Lincoln,24 Rose Lodge,Secretary of State,,Kyle Markley,LBT,29,,
Lincoln,24 Rose Lodge,Secretary of State,,Kim Thatcher,REP,382,,
Lincoln,24 Rose Lodge,Secretary of State,,Shemia Fagan,DEM,294,,
Lincoln,24 Rose Lodge,Secretary of State,,Write-In,,0,,
Lincoln,24 Rose Lodge,Secretary of State,,Overvotes,,0,,
Lincoln,24 Rose Lodge,Secretary of State,,Undervotes,,37,,
Lincoln,24 Rose Lodge,State Treasurer,,Michael P. Marsh,CON,40,,
Lincoln,24 Rose Lodge,State Treasurer,,Tobias Read,DEM,289,,
Lincoln,24 Rose Lodge,State Treasurer,,Chris Henry,IND,39,,
Lincoln,24 Rose Lodge,State Treasurer,,Jeff Gudman,REP,351,,
Lincoln,24 Rose Lodge,State Treasurer,,Write-In,,1,,
Lincoln,24 Rose Lodge,State Treasurer,,Overvotes,,0,,
Lincoln,24 Rose Lodge,State Treasurer,,Undervotes,,42,,
Lincoln,24 Rose Lodge,Attorney General,,Ellen Rosenblum,DEM,315,,
Lincoln,24 Rose Lodge,Attorney General,,Lars D.H. Hedbor,LBT,23,,
Lincoln,24 Rose Lodge,Attorney General,,Michael Cross,REP,374,,
Lincoln,24 Rose Lodge,Attorney General,,Write-In,,3,,
Lincoln,24 Rose Lodge,Attorney General,,Overvotes,,0,,
Lincoln,24 Rose Lodge,Attorney General,,Undervotes,,47,,
Lincoln,24 Rose Lodge,State Senate,5,Dick Anderson,REP,370,,
Lincoln,24 Rose Lodge,State Senate,5,Shauleen Higgins,PGP,33,,
Lincoln,24 Rose Lodge,State Senate,5,Melissa T. Cribbins,DEM,319,,
Lincoln,24 Rose Lodge,State Senate,5,Write-In,,1,,
Lincoln,24 Rose Lodge,State Senate,5,Overvotes,,0,,
Lincoln,24 Rose Lodge,State Senate,5,Undervotes,,39,,
Lincoln,24 Rose Lodge,State House,9,Cal Mukumoto,DEM,,,
Lincoln,24 Rose Lodge,State House,9,Boomer Wright,REP,,,
Lincoln,24 Rose Lodge,State House,9,Write-In,,,,
Lincoln,24 Rose Lodge,State House,9,Overvotes,,,,
Lincoln,24 Rose Lodge,State House,9,Undervotes,,,,
Lincoln,24 Rose Lodge,State House,10,David Gomberg,DEM,333,,
Lincoln,24 Rose Lodge,State House,10,Max Sherman,REP,377,,
Lincoln,24 Rose Lodge,State House,10,Write-In,,1,,
Lincoln,24 Rose Lodge,State House,10,Overvotes,,0,,
Lincoln,24 Rose Lodge,State House,10,Undervotes,,51,,
Lincoln,25 Big Elk,Registered Voters,,,,112,,
Lincoln,25 Big Elk,Ballots Cast,,,,88,,
Lincoln,25 Big Elk,Ballots Cast Blank,,,,0,,
Lincoln,25 Big Elk,President,,Donald J. Trump / Michael R. Pence,REP,52,,
Lincoln,25 Big Elk,President,,Joseph R. Biden / Kamala D. Harris,DEM,30,,
Lincoln,25 Big Elk,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,2,,
Lincoln,25 Big Elk,President,,Howie Hawkins / Angela Walker,PGP,2,,
Lincoln,25 Big Elk,President,,Dario Hunter / Dawn Neptune Adams,PRO,0,,
Lincoln,25 Big Elk,President,,Write-In,,0,,
Lincoln,25 Big Elk,President,,Overvotes,,0,,
Lincoln,25 Big Elk,President,,Undervotes,,2,,
Lincoln,25 Big Elk,U.S. Senate,,Jo Rae Perkins,REP,49,,
Lincoln,25 Big Elk,U.S. Senate,,Jeff Merkley,DEM,30,,
Lincoln,25 Big Elk,U.S. Senate,,Ibrahim A. Taher,PGP,1,,
Lincoln,25 Big Elk,U.S. Senate,,Gary Dye,LBT,1,,
Lincoln,25 Big Elk,U.S. Senate,,Write-In,,1,,
Lincoln,25 Big Elk,U.S. Senate,,Overvotes,,0,,
Lincoln,25 Big Elk,U.S. Senate,,Undervotes,,6,,
Lincoln,25 Big Elk,U.S House,5,Matthew James Rix,LBT,3,,
Lincoln,25 Big Elk,U.S House,5,Amy Ryan Courser,REP,46,,
Lincoln,25 Big Elk,U.S House,5,Kurt Schrader,DEM,32,,
Lincoln,25 Big Elk,U.S House,5,Write-In,,1,,
Lincoln,25 Big Elk,U.S House,5,Overvotes,,0,,
Lincoln,25 Big Elk,U.S House,5,Undervotes,,6,,
Lincoln,25 Big Elk,Secretary of State,,Nathalie Paravicini,PGP,2,,
Lincoln,25 Big Elk,Secretary of State,,Kyle Markley,LBT,1,,
Lincoln,25 Big Elk,Secretary of State,,Kim Thatcher,REP,49,,
Lincoln,25 Big Elk,Secretary of State,,Shemia Fagan,DEM,27,,
Lincoln,25 Big Elk,Secretary of State,,Write-In,,1,,
Lincoln,25 Big Elk,Secretary of State,,Overvotes,,0,,
Lincoln,25 Big Elk,Secretary of State,,Undervotes,,8,,
Lincoln,25 Big Elk,State Treasurer,,Michael P. Marsh,CON,3,,
Lincoln,25 Big Elk,State Treasurer,,Tobias Read,DEM,26,,
Lincoln,25 Big Elk,State Treasurer,,Chris Henry,IND,4,,
Lincoln,25 Big Elk,State Treasurer,,Jeff Gudman,REP,47,,
Lincoln,25 Big Elk,State Treasurer,,Write-In,,0,,
Lincoln,25 Big Elk,State Treasurer,,Overvotes,,0,,
Lincoln,25 Big Elk,State Treasurer,,Undervotes,,8,,
Lincoln,25 Big Elk,Attorney General,,Ellen Rosenblum,DEM,31,,
Lincoln,25 Big Elk,Attorney General,,Lars D.H. Hedbor,LBT,10,,
Lincoln,25 Big Elk,Attorney General,,Michael Cross,REP,37,,
Lincoln,25 Big Elk,Attorney General,,Write-In,,2,,
Lincoln,25 Big Elk,Attorney General,,Overvotes,,0,,
Lincoln,25 Big Elk,Attorney General,,Undervotes,,8,,
Lincoln,25 Big Elk,State Senate,5,Dick Anderson,REP,51,,
Lincoln,25 Big Elk,State Senate,5,Shauleen Higgins,PGP,4,,
Lincoln,25 Big Elk,State Senate,5,Melissa T. Cribbins,DEM,25,,
Lincoln,25 Big Elk,State Senate,5,Write-In,,1,,
Lincoln,25 Big Elk,State Senate,5,Overvotes,,0,,
Lincoln,25 Big Elk,State Senate,5,Undervotes,,7,,
Lincoln,25 Big Elk,State House,9,Cal Mukumoto,DEM,,,
Lincoln,25 Big Elk,State House,9,Boomer Wright,REP,,,
Lincoln,25 Big Elk,State House,9,Write-In,,,,
Lincoln,25 Big Elk,State House,9,Overvotes,,,,
Lincoln,25 Big Elk,State House,9,Undervotes,,,,
Lincoln,25 Big Elk,State House,10,David Gomberg,DEM,26,,
Lincoln,25 Big Elk,State House,10,Max Sherman,REP,52,,
Lincoln,25 Big Elk,State House,10,Write-In,,1,,
Lincoln,25 Big Elk,State House,10,Overvotes,,0,,
Lincoln,25 Big Elk,State House,10,Undervotes,,9,,
Lincoln,26 Elk City,Registered Voters,,,,117,,
Lincoln,26 Elk City,Ballots Cast,,,,88,,
Lincoln,26 Elk City,Ballots Cast Blank,,,,0,,
Lincoln,26 Elk City,President,,Donald J. Trump / Michael R. Pence,REP,62,,
Lincoln,26 Elk City,President,,Joseph R. Biden / Kamala D. Harris,DEM,24,,
Lincoln,26 Elk City,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,0,,
Lincoln,26 Elk City,President,,Howie Hawkins / Angela Walker,PGP,0,,
Lincoln,26 Elk City,President,,Dario Hunter / Dawn Neptune Adams,PRO,0,,
Lincoln,26 Elk City,President,,Write-In,,0,,
Lincoln,26 Elk City,President,,Overvotes,,0,,
Lincoln,26 Elk City,President,,Undervotes,,2,,
Lincoln,26 Elk City,U.S. Senate,,Jo Rae Perkins,REP,53,,
Lincoln,26 Elk City,U.S. Senate,,Jeff Merkley,DEM,28,,
Lincoln,26 Elk City,U.S. Senate,,Ibrahim A. Taher,PGP,0,,
Lincoln,26 Elk City,U.S. Senate,,Gary Dye,LBT,2,,
Lincoln,26 Elk City,U.S. Senate,,Write-In,,0,,
Lincoln,26 Elk City,U.S. Senate,,Overvotes,,0,,
Lincoln,26 Elk City,U.S. Senate,,Undervotes,,5,,
Lincoln,26 Elk City,U.S House,5,Matthew James Rix,LBT,0,,
Lincoln,26 Elk City,U.S House,5,Amy Ryan Courser,REP,57,,
Lincoln,26 Elk City,U.S House,5,Kurt Schrader,DEM,25,,
Lincoln,26 Elk City,U.S House,5,Write-In,,0,,
Lincoln,26 Elk City,U.S House,5,Overvotes,,0,,
Lincoln,26 Elk City,U.S House,5,Undervotes,,6,,
Lincoln,26 Elk City,Secretary of State,,Nathalie Paravicini,PGP,0,,
Lincoln,26 Elk City,Secretary of State,,Kyle Markley,LBT,1,,
Lincoln,26 Elk City,Secretary of State,,Kim Thatcher,REP,58,,
Lincoln,26 Elk City,Secretary of State,,Shemia Fagan,DEM,20,,
Lincoln,26 Elk City,Secretary of State,,Write-In,,0,,
Lincoln,26 Elk City,Secretary of State,,Overvotes,,0,,
Lincoln,26 Elk City,Secretary of State,,Undervotes,,9,,
Lincoln,26 Elk City,State Treasurer,,Michael P. Marsh,CON,3,,
Lincoln,26 Elk City,State Treasurer,,Tobias Read,DEM,21,,
Lincoln,26 Elk City,State Treasurer,,Chris Henry,IND,3,,
Lincoln,26 Elk City,State Treasurer,,Jeff Gudman,REP,53,,
Lincoln,26 Elk City,State Treasurer,,Write-In,,0,,
Lincoln,26 Elk City,State Treasurer,,Overvotes,,0,,
Lincoln,26 Elk City,State Treasurer,,Undervotes,,8,,
Lincoln,26 Elk City,Attorney General,,Ellen Rosenblum,DEM,24,,
Lincoln,26 Elk City,Attorney General,,Lars D.H. Hedbor,LBT,0,,
Lincoln,26 Elk City,Attorney General,,Michael Cross,REP,57,,
Lincoln,26 Elk City,Attorney General,,Write-In,,0,,
Lincoln,26 Elk City,Attorney General,,Overvotes,,0,,
Lincoln,26 Elk City,Attorney General,,Undervotes,,7,,
Lincoln,26 Elk City,State Senate,5,Dick Anderson,REP,61,,
Lincoln,26 Elk City,State Senate,5,Shauleen Higgins,PGP,0,,
Lincoln,26 Elk City,State Senate,5,Melissa T. Cribbins,DEM,21,,
Lincoln,26 Elk City,State Senate,5,Write-In,,0,,
Lincoln,26 Elk City,State Senate,5,Overvotes,,0,,
Lincoln,26 Elk City,State Senate,5,Undervotes,,6,,
Lincoln,26 Elk City,State House,9,Cal Mukumoto,DEM,,,
Lincoln,26 Elk City,State House,9,Boomer Wright,REP,,,
Lincoln,26 Elk City,State House,9,Write-In,,,,
Lincoln,26 Elk City,State House,9,Overvotes,,,,
Lincoln,26 Elk City,State House,9,Undervotes,,,,
Lincoln,26 Elk City,State House,10,David Gomberg,DEM,23,,
Lincoln,26 Elk City,State House,10,Max Sherman,REP,57,,
Lincoln,26 Elk City,State House,10,Write-In,,0,,
Lincoln,26 Elk City,State House,10,Overvotes,,0,,
Lincoln,26 Elk City,State House,10,Undervotes,,8,,
Lincoln,27 Fruitvale,Registered Voters,,,,953,,
Lincoln,27 Fruitvale,Ballots Cast,,,,790,,
Lincoln,27 Fruitvale,Ballots Cast Blank,,,,0,,
Lincoln,27 Fruitvale,President,,Donald J. Trump / Michael R. Pence,REP,466,,
Lincoln,27 Fruitvale,President,,Joseph R. Biden / Kamala D. Harris,DEM,306,,
Lincoln,27 Fruitvale,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,7,,
Lincoln,27 Fruitvale,President,,Howie Hawkins / Angela Walker,PGP,0,,
Lincoln,27 Fruitvale,President,,Dario Hunter / Dawn Neptune Adams,PRO,2,,
Lincoln,27 Fruitvale,President,,Write-In,,1,,
Lincoln,27 Fruitvale,President,,Overvotes,,0,,
Lincoln,27 Fruitvale,President,,Undervotes,,8,,
Lincoln,27 Fruitvale,U.S. Senate,,Jo Rae Perkins,REP,415,,
Lincoln,27 Fruitvale,U.S. Senate,,Jeff Merkley,DEM,322,,
Lincoln,27 Fruitvale,U.S. Senate,,Ibrahim A. Taher,PGP,9,,
Lincoln,27 Fruitvale,U.S. Senate,,Gary Dye,LBT,18,,
Lincoln,27 Fruitvale,U.S. Senate,,Write-In,,0,,
Lincoln,27 Fruitvale,U.S. Senate,,Overvotes,,1,,
Lincoln,27 Fruitvale,U.S. Senate,,Undervotes,,25,,
Lincoln,27 Fruitvale,U.S House,5,Matthew James Rix,LBT,19,,
Lincoln,27 Fruitvale,U.S House,5,Amy Ryan Courser,REP,425,,
Lincoln,27 Fruitvale,U.S House,5,Kurt Schrader,DEM,314,,
Lincoln,27 Fruitvale,U.S House,5,Write-In,,0,,
Lincoln,27 Fruitvale,U.S House,5,Overvotes,,1,,
Lincoln,27 Fruitvale,U.S House,5,Undervotes,,31,,
